"GALAXY","STAR","prob_gal"
483,17,0.966
499,1,0.998
500,0,1
500,0,1
477,23,0.954
15,485,0.03
500,0,1
483,17,0.966
500,0,1
0,500,0
490,10,0.98
495,5,0.99
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
9,491,0.018
80,420,0.16
62,438,0.124
13,487,0.026
16,484,0.032
27,473,0.054
70,430,0.14
500,0,1
271,229,0.542
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
50,450,0.1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
487,13,0.974
500,0,1
500,0,1
496,4,0.992
500,0,1
496,4,0.992
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
481,19,0.962
500,0,1
500,0,1
500,0,1
477,23,0.954
500,0,1
495,5,0.99
492,8,0.984
488,12,0.976
500,0,1
73,427,0.146
500,0,1
11,489,0.022
497,3,0.994
500,0,1
0,500,0
466,34,0.932
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
361,139,0.722
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
283,217,0.566
500,0,1
194,306,0.388
500,0,1
410,90,0.82
500,0,1
486,14,0.972
491,9,0.982
500,0,1
500,0,1
345,155,0.69
495,5,0.99
500,0,1
496,4,0.992
2,498,0.004
500,0,1
500,0,1
500,0,1
500,0,1
332,168,0.664
8,492,0.016
500,0,1
500,0,1
275,225,0.55
500,0,1
500,0,1
492,8,0.984
500,0,1
209,291,0.418
500,0,1
500,0,1
500,0,1
500,0,1
23,477,0.046
179,321,0.358
6,494,0.012
132,368,0.264
95,405,0.19
439,61,0.878
500,0,1
0,500,0
500,0,1
0,500,0
497,3,0.994
449,51,0.898
499,1,0.998
494,6,0.988
500,0,1
494,6,0.988
499,1,0.998
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
500,0,1
20,480,0.04
474,26,0.948
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
398,102,0.796
466,34,0.932
500,0,1
492,8,0.984
0,500,0
214,286,0.428
290,210,0.58
0,500,0
500,0,1
500,0,1
498,2,0.996
499,1,0.998
500,0,1
476,24,0.952
499,1,0.998
500,0,1
497,3,0.994
266,234,0.532
500,0,1
500,0,1
500,0,1
10,490,0.02
150,350,0.3
52,448,0.104
6,494,0.012
2,498,0.004
70,430,0.14
100,400,0.2
14,486,0.028
80,420,0.16
29,471,0.058
500,0,1
459,41,0.918
471,29,0.942
426,74,0.852
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
21,479,0.042
500,0,1
499,1,0.998
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
480,20,0.96
497,3,0.994
0,500,0
465,35,0.93
500,0,1
0,500,0
0,500,0
5,495,0.01
0,500,0
1,499,0.002
126,374,0.252
68,432,0.136
178,322,0.356
24,476,0.048
11,489,0.022
0,500,0
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
469,31,0.938
280,220,0.56
17,483,0.034
40,460,0.08
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
499,1,0.998
498,2,0.996
428,72,0.856
500,0,1
500,0,1
491,9,0.982
487,13,0.974
500,0,1
500,0,1
500,0,1
460,40,0.92
425,75,0.85
500,0,1
500,0,1
498,2,0.996
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
499,1,0.998
500,0,1
456,44,0.912
327,173,0.654
500,0,1
500,0,1
342,158,0.684
500,0,1
239,261,0.478
0,500,0
500,0,1
499,1,0.998
500,0,1
290,210,0.58
499,1,0.998
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
433,67,0.866
500,0,1
500,0,1
500,0,1
5,495,0.01
0,500,0
500,0,1
5,495,0.01
454,46,0.908
500,0,1
500,0,1
39,461,0.078
314,186,0.628
500,0,1
0,500,0
500,0,1
500,0,1
428,72,0.856
415,85,0.83
500,0,1
500,0,1
500,0,1
455,45,0.91
500,0,1
500,0,1
2,498,0.004
465,35,0.93
500,0,1
422,78,0.844
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
492,8,0.984
223,277,0.446
16,484,0.032
500,0,1
497,3,0.994
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
408,92,0.816
499,1,0.998
499,1,0.998
446,54,0.892
488,12,0.976
500,0,1
500,0,1
410,90,0.82
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
454,46,0.908
32,468,0.064
500,0,1
37,463,0.074
405,95,0.81
67,433,0.134
13,487,0.026
439,61,0.878
322,178,0.644
478,22,0.956
400,100,0.8
40,460,0.08
487,13,0.974
483,17,0.966
458,42,0.916
500,0,1
500,0,1
492,8,0.984
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
59,441,0.118
500,0,1
433,67,0.866
330,170,0.66
500,0,1
498,2,0.996
500,0,1
500,0,1
321,179,0.642
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
490,10,0.98
160,340,0.32
500,0,1
498,2,0.996
422,78,0.844
416,84,0.832
500,0,1
279,221,0.558
500,0,1
453,47,0.906
498,2,0.996
488,12,0.976
500,0,1
262,238,0.524
496,4,0.992
498,2,0.996
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
498,2,0.996
495,5,0.99
499,1,0.998
500,0,1
103,397,0.206
482,18,0.964
238,262,0.476
226,274,0.452
10,490,0.02
73,427,0.146
2,498,0.004
27,473,0.054
0,500,0
4,496,0.008
9,491,0.018
47,453,0.094
107,393,0.214
76,424,0.152
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
490,10,0.98
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
117,383,0.234
294,206,0.588
500,0,1
483,17,0.966
0,500,0
499,1,0.998
121,379,0.242
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
482,18,0.964
500,0,1
442,58,0.884
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
499,1,0.998
500,0,1
57,443,0.114
20,480,0.04
31,469,0.062
3,497,0.006
49,451,0.098
55,445,0.11
177,323,0.354
0,500,0
0,500,0
15,485,0.03
87,413,0.174
122,378,0.244
118,382,0.236
67,433,0.134
94,406,0.188
6,494,0.012
29,471,0.058
23,477,0.046
2,498,0.004
84,416,0.168
1,499,0.002
182,318,0.364
18,482,0.036
76,424,0.152
31,469,0.062
6,494,0.012
404,96,0.808
3,497,0.006
487,13,0.974
113,387,0.226
145,355,0.29
21,479,0.042
228,272,0.456
12,488,0.024
0,500,0
492,8,0.984
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
483,17,0.966
500,0,1
500,0,1
456,44,0.912
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
237,263,0.474
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
467,33,0.934
0,500,0
12,488,0.024
500,0,1
500,0,1
500,0,1
406,94,0.812
461,39,0.922
500,0,1
495,5,0.99
500,0,1
0,500,0
0,500,0
87,413,0.174
22,478,0.044
22,478,0.044
12,488,0.024
11,489,0.022
500,0,1
500,0,1
500,0,1
24,476,0.048
416,84,0.832
327,173,0.654
500,0,1
500,0,1
500,0,1
3,497,0.006
500,0,1
497,3,0.994
229,271,0.458
464,36,0.928
499,1,0.998
494,6,0.988
500,0,1
388,112,0.776
473,27,0.946
500,0,1
271,229,0.542
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
4,496,0.008
500,0,1
0,500,0
1,499,0.002
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
8,492,0.016
500,0,1
500,0,1
2,498,0.004
500,0,1
500,0,1
0,500,0
40,460,0.08
2,498,0.004
0,500,0
23,477,0.046
2,498,0.004
0,500,0
47,453,0.094
147,353,0.294
147,353,0.294
24,476,0.048
217,283,0.434
98,402,0.196
45,455,0.09
71,429,0.142
2,498,0.004
0,500,0
35,465,0.07
420,80,0.84
13,487,0.026
84,416,0.168
277,223,0.554
10,490,0.02
47,453,0.094
70,430,0.14
342,158,0.684
11,489,0.022
141,359,0.282
43,457,0.086
112,388,0.224
235,265,0.47
12,488,0.024
147,353,0.294
39,461,0.078
223,277,0.446
290,210,0.58
14,486,0.028
4,496,0.008
0,500,0
137,363,0.274
500,0,1
497,3,0.994
379,121,0.758
500,0,1
500,0,1
495,5,0.99
500,0,1
496,4,0.992
495,5,0.99
499,1,0.998
468,32,0.936
59,441,0.118
0,500,0
65,435,0.13
283,217,0.566
89,411,0.178
70,430,0.14
368,132,0.736
2,498,0.004
123,377,0.246
2,498,0.004
11,489,0.022
0,500,0
402,98,0.804
497,3,0.994
466,34,0.932
481,19,0.962
498,2,0.996
500,0,1
47,453,0.094
500,0,1
497,3,0.994
500,0,1
47,453,0.094
493,7,0.986
500,0,1
192,308,0.384
141,359,0.282
500,0,1
457,43,0.914
500,0,1
500,0,1
500,0,1
500,0,1
25,475,0.05
500,0,1
500,0,1
478,22,0.956
29,471,0.058
12,488,0.024
228,272,0.456
38,462,0.076
4,496,0.008
5,495,0.01
43,457,0.086
132,368,0.264
170,330,0.34
10,490,0.02
499,1,0.998
500,0,1
499,1,0.998
454,46,0.908
477,23,0.954
500,0,1
500,0,1
68,432,0.136
4,496,0.008
290,210,0.58
25,475,0.05
347,153,0.694
147,353,0.294
237,263,0.474
12,488,0.024
0,500,0
0,500,0
78,422,0.156
0,500,0
206,294,0.412
390,110,0.78
0,500,0
46,454,0.092
440,60,0.88
482,18,0.964
500,0,1
196,304,0.392
474,26,0.948
500,0,1
500,0,1
500,0,1
369,131,0.738
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
484,16,0.968
498,2,0.996
189,311,0.378
1,499,0.002
500,0,1
499,1,0.998
74,426,0.148
16,484,0.032
45,455,0.09
52,448,0.104
287,213,0.574
6,494,0.012
161,339,0.322
2,498,0.004
23,477,0.046
30,470,0.06
7,493,0.014
491,9,0.982
494,6,0.988
499,1,0.998
500,0,1
456,44,0.912
500,0,1
500,0,1
482,18,0.964
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
44,456,0.088
10,490,0.02
496,4,0.992
500,0,1
11,489,0.022
30,470,0.06
6,494,0.012
45,455,0.09
498,2,0.996
1,499,0.002
217,283,0.434
31,469,0.062
23,477,0.046
0,500,0
132,368,0.264
1,499,0.002
44,456,0.088
40,460,0.08
1,499,0.002
186,314,0.372
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
0,500,0
0,500,0
40,460,0.08
160,340,0.32
4,496,0.008
1,499,0.002
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
465,35,0.93
41,459,0.082
451,49,0.902
440,60,0.88
500,0,1
495,5,0.99
500,0,1
428,72,0.856
497,3,0.994
472,28,0.944
500,0,1
500,0,1
457,43,0.914
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
487,13,0.974
476,24,0.952
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
226,274,0.452
8,492,0.016
500,0,1
500,0,1
186,314,0.372
479,21,0.958
485,15,0.97
500,0,1
188,312,0.376
410,90,0.82
500,0,1
500,0,1
500,0,1
215,285,0.43
471,29,0.942
500,0,1
469,31,0.938
500,0,1
500,0,1
478,22,0.956
500,0,1
495,5,0.99
498,2,0.996
500,0,1
500,0,1
8,492,0.016
69,431,0.138
84,416,0.168
359,141,0.718
0,500,0
8,492,0.016
108,392,0.216
65,435,0.13
500,0,1
498,2,0.996
500,0,1
0,500,0
500,0,1
379,121,0.758
68,432,0.136
143,357,0.286
112,388,0.224
68,432,0.136
77,423,0.154
5,495,0.01
285,215,0.57
2,498,0.004
0,500,0
144,356,0.288
320,180,0.64
500,0,1
500,0,1
471,29,0.942
499,1,0.998
454,46,0.908
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
455,45,0.91
500,0,1
500,0,1
140,360,0.28
397,103,0.794
0,500,0
499,1,0.998
382,118,0.764
0,500,0
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
471,29,0.942
500,0,1
0,500,0
497,3,0.994
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
238,262,0.476
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
468,32,0.936
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
0,500,0
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
477,23,0.954
499,1,0.998
12,488,0.024
500,0,1
447,53,0.894
498,2,0.996
500,0,1
59,441,0.118
496,4,0.992
500,0,1
499,1,0.998
491,9,0.982
500,0,1
456,44,0.912
316,184,0.632
500,0,1
371,129,0.742
499,1,0.998
500,0,1
493,7,0.986
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
19,481,0.038
356,144,0.712
500,0,1
500,0,1
0,500,0
500,0,1
499,1,0.998
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
456,44,0.912
500,0,1
500,0,1
500,0,1
500,0,1
323,177,0.646
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
484,16,0.968
495,5,0.99
495,5,0.99
500,0,1
497,3,0.994
500,0,1
67,433,0.134
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
473,27,0.946
500,0,1
152,348,0.304
434,66,0.868
475,25,0.95
0,500,0
0,500,0
489,11,0.978
474,26,0.948
500,0,1
481,19,0.962
500,0,1
460,40,0.92
407,93,0.814
500,0,1
480,20,0.96
500,0,1
500,0,1
485,15,0.97
500,0,1
500,0,1
489,11,0.978
500,0,1
485,15,0.97
500,0,1
489,11,0.978
496,4,0.992
500,0,1
478,22,0.956
469,31,0.938
500,0,1
500,0,1
496,4,0.992
455,45,0.91
500,0,1
500,0,1
475,25,0.95
498,2,0.996
500,0,1
500,0,1
500,0,1
2,498,0.004
16,484,0.032
1,499,0.002
124,376,0.248
46,454,0.092
8,492,0.016
9,491,0.018
21,479,0.042
499,1,0.998
498,2,0.996
375,125,0.75
480,20,0.96
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
47,453,0.094
249,251,0.498
465,35,0.93
439,61,0.878
500,0,1
395,105,0.79
500,0,1
500,0,1
405,95,0.81
500,0,1
500,0,1
308,192,0.616
284,216,0.568
500,0,1
164,336,0.328
500,0,1
500,0,1
500,0,1
462,38,0.924
1,499,0.002
15,485,0.03
500,0,1
500,0,1
500,0,1
330,170,0.66
493,7,0.986
500,0,1
4,496,0.008
430,70,0.86
500,0,1
496,4,0.992
0,500,0
1,499,0.002
500,0,1
449,51,0.898
389,111,0.778
498,2,0.996
497,3,0.994
500,0,1
340,160,0.68
3,497,0.006
33,467,0.066
13,487,0.026
24,476,0.048
17,483,0.034
12,488,0.024
14,486,0.028
52,448,0.104
0,500,0
1,499,0.002
500,0,1
500,0,1
493,7,0.986
472,28,0.944
500,0,1
499,1,0.998
494,6,0.988
25,475,0.05
1,499,0.002
0,500,0
98,402,0.196
0,500,0
310,190,0.62
27,473,0.054
26,474,0.052
78,422,0.156
37,463,0.074
23,477,0.046
30,470,0.06
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
438,62,0.876
500,0,1
0,500,0
488,12,0.976
490,10,0.98
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
496,4,0.992
495,5,0.99
221,279,0.442
0,500,0
468,32,0.936
494,6,0.988
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
4,496,0.008
38,462,0.076
0,500,0
500,0,1
420,80,0.84
44,456,0.088
500,0,1
3,497,0.006
40,460,0.08
22,478,0.044
15,485,0.03
8,492,0.016
8,492,0.016
4,496,0.008
16,484,0.032
89,411,0.178
25,475,0.05
28,472,0.056
128,372,0.256
67,433,0.134
0,500,0
0,500,0
42,458,0.084
41,459,0.082
21,479,0.042
21,479,0.042
52,448,0.104
99,401,0.198
4,496,0.008
2,498,0.004
49,451,0.098
83,417,0.166
287,213,0.574
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
422,78,0.844
482,18,0.964
500,0,1
486,14,0.972
500,0,1
306,194,0.612
462,38,0.924
500,0,1
10,490,0.02
17,483,0.034
39,461,0.078
271,229,0.542
52,448,0.104
3,497,0.006
72,428,0.144
2,498,0.004
43,457,0.086
73,427,0.146
481,19,0.962
185,315,0.37
500,0,1
445,55,0.89
500,0,1
500,0,1
500,0,1
403,97,0.806
15,485,0.03
500,0,1
0,500,0
0,500,0
17,483,0.034
2,498,0.004
2,498,0.004
0,500,0
76,424,0.152
36,464,0.072
1,499,0.002
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
420,80,0.84
4,496,0.008
7,493,0.014
14,486,0.028
12,488,0.024
0,500,0
419,81,0.838
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
0,500,0
338,162,0.676
489,11,0.978
3,497,0.006
500,0,1
481,19,0.962
500,0,1
496,4,0.992
500,0,1
500,0,1
485,15,0.97
500,0,1
249,251,0.498
499,1,0.998
500,0,1
500,0,1
398,102,0.796
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
107,393,0.214
26,474,0.052
29,471,0.058
302,198,0.604
9,491,0.018
41,459,0.082
154,346,0.308
0,500,0
66,434,0.132
51,449,0.102
41,459,0.082
500,0,1
500,0,1
420,80,0.84
460,40,0.92
321,179,0.642
67,433,0.134
8,492,0.016
165,335,0.33
238,262,0.476
441,59,0.882
255,245,0.51
48,452,0.096
13,487,0.026
173,327,0.346
144,356,0.288
499,1,0.998
500,0,1
489,11,0.978
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
0,500,0
500,0,1
0,500,0
499,1,0.998
498,2,0.996
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
499,1,0.998
348,152,0.696
500,0,1
384,116,0.768
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
406,94,0.812
499,1,0.998
0,500,0
171,329,0.342
500,0,1
498,2,0.996
500,0,1
500,0,1
475,25,0.95
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
494,6,0.988
500,0,1
500,0,1
500,0,1
485,15,0.97
445,55,0.89
500,0,1
500,0,1
500,0,1
11,489,0.022
33,467,0.066
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
334,166,0.668
498,2,0.996
500,0,1
496,4,0.992
478,22,0.956
500,0,1
430,70,0.86
500,0,1
500,0,1
500,0,1
483,17,0.966
500,0,1
500,0,1
373,127,0.746
494,6,0.988
420,80,0.84
351,149,0.702
496,4,0.992
500,0,1
500,0,1
500,0,1
6,494,0.012
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
280,220,0.56
183,317,0.366
494,6,0.988
495,5,0.99
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
498,2,0.996
497,3,0.994
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
497,3,0.994
45,455,0.09
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
492,8,0.984
492,8,0.984
482,18,0.964
498,2,0.996
165,335,0.33
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
225,275,0.45
20,480,0.04
19,481,0.038
0,500,0
500,0,1
273,227,0.546
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
471,29,0.942
497,3,0.994
500,0,1
500,0,1
500,0,1
455,45,0.91
478,22,0.956
500,0,1
500,0,1
500,0,1
500,0,1
486,14,0.972
500,0,1
24,476,0.048
0,500,0
5,495,0.01
0,500,0
500,0,1
486,14,0.972
29,471,0.058
0,500,0
0,500,0
56,444,0.112
498,2,0.996
0,500,0
500,0,1
457,43,0.914
500,0,1
97,403,0.194
500,0,1
500,0,1
500,0,1
2,498,0.004
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
489,11,0.978
464,36,0.928
422,78,0.844
0,500,0
0,500,0
11,489,0.022
5,495,0.01
17,483,0.034
500,0,1
463,37,0.926
500,0,1
500,0,1
500,0,1
500,0,1
55,445,0.11
2,498,0.004
0,500,0
19,481,0.038
500,0,1
500,0,1
10,490,0.02
0,500,0
0,500,0
442,58,0.884
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
407,93,0.814
500,0,1
0,500,0
4,496,0.008
19,481,0.038
12,488,0.024
469,31,0.938
62,438,0.124
480,20,0.96
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
8,492,0.016
7,493,0.014
500,0,1
0,500,0
500,0,1
454,46,0.908
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
0,500,0
71,429,0.142
10,490,0.02
481,19,0.962
5,495,0.01
452,48,0.904
484,16,0.968
500,0,1
37,463,0.074
0,500,0
500,0,1
493,7,0.986
0,500,0
499,1,0.998
286,214,0.572
500,0,1
16,484,0.032
32,468,0.064
21,479,0.042
77,423,0.154
97,403,0.194
0,500,0
29,471,0.058
13,487,0.026
71,429,0.142
285,215,0.57
494,6,0.988
482,18,0.964
0,500,0
500,0,1
106,394,0.212
500,0,1
0,500,0
500,0,1
499,1,0.998
490,10,0.98
326,174,0.652
254,246,0.508
28,472,0.056
119,381,0.238
500,0,1
29,471,0.058
7,493,0.014
37,463,0.074
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
8,492,0.016
500,0,1
497,3,0.994
500,0,1
20,480,0.04
38,462,0.076
8,492,0.016
3,497,0.006
39,461,0.078
0,500,0
0,500,0
173,327,0.346
90,410,0.18
26,474,0.052
72,428,0.144
80,420,0.16
0,500,0
153,347,0.306
137,363,0.274
500,0,1
500,0,1
500,0,1
196,304,0.392
0,500,0
23,477,0.046
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
242,258,0.484
489,11,0.978
3,497,0.006
7,493,0.014
4,496,0.008
15,485,0.03
1,499,0.002
500,0,1
500,0,1
216,284,0.432
498,2,0.996
474,26,0.948
41,459,0.082
36,464,0.072
79,421,0.158
62,438,0.124
44,456,0.088
106,394,0.212
116,384,0.232
406,94,0.812
26,474,0.052
12,488,0.024
8,492,0.016
500,0,1
500,0,1
500,0,1
442,58,0.884
497,3,0.994
500,0,1
479,21,0.958
500,0,1
500,0,1
493,7,0.986
500,0,1
0,500,0
500,0,1
476,24,0.952
482,18,0.964
500,0,1
500,0,1
500,0,1
211,289,0.422
500,0,1
500,0,1
500,0,1
414,86,0.828
8,492,0.016
2,498,0.004
130,370,0.26
48,452,0.096
0,500,0
394,106,0.788
21,479,0.042
462,38,0.924
490,10,0.98
500,0,1
107,393,0.214
9,491,0.018
153,347,0.306
195,305,0.39
0,500,0
21,479,0.042
57,443,0.114
500,0,1
7,493,0.014
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
497,3,0.994
17,483,0.034
500,0,1
456,44,0.912
500,0,1
498,2,0.996
467,33,0.934
500,0,1
500,0,1
30,470,0.06
468,32,0.936
458,42,0.916
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
464,36,0.928
500,0,1
500,0,1
500,0,1
8,492,0.016
70,430,0.14
89,411,0.178
422,78,0.844
51,449,0.102
475,25,0.95
45,455,0.09
15,485,0.03
0,500,0
38,462,0.076
44,456,0.088
3,497,0.006
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
490,10,0.98
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
495,5,0.99
500,0,1
500,0,1
498,2,0.996
488,12,0.976
500,0,1
500,0,1
333,167,0.666
500,0,1
475,25,0.95
500,0,1
500,0,1
441,59,0.882
463,37,0.926
499,1,0.998
500,0,1
461,39,0.922
500,0,1
286,214,0.572
500,0,1
497,3,0.994
500,0,1
500,0,1
378,122,0.756
500,0,1
492,8,0.984
500,0,1
69,431,0.138
500,0,1
493,7,0.986
500,0,1
497,3,0.994
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
470,30,0.94
499,1,0.998
493,7,0.986
265,235,0.53
500,0,1
458,42,0.916
500,0,1
500,0,1
498,2,0.996
500,0,1
496,4,0.992
474,26,0.948
500,0,1
198,302,0.396
500,0,1
448,52,0.896
204,296,0.408
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
341,159,0.682
500,0,1
500,0,1
13,487,0.026
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
210,290,0.42
78,422,0.156
500,0,1
500,0,1
441,59,0.882
10,490,0.02
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
255,245,0.51
500,0,1
500,0,1
0,500,0
500,0,1
499,1,0.998
429,71,0.858
19,481,0.038
500,0,1
499,1,0.998
492,8,0.984
500,0,1
500,0,1
500,0,1
486,14,0.972
29,471,0.058
499,1,0.998
497,3,0.994
500,0,1
499,1,0.998
500,0,1
500,0,1
494,6,0.988
0,500,0
426,74,0.852
73,427,0.146
45,455,0.09
143,357,0.286
5,495,0.01
494,6,0.988
441,59,0.882
0,500,0
497,3,0.994
490,10,0.98
380,120,0.76
449,51,0.898
497,3,0.994
433,67,0.866
498,2,0.996
500,0,1
2,498,0.004
22,478,0.044
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
21,479,0.042
500,0,1
0,500,0
500,0,1
419,81,0.838
500,0,1
500,0,1
381,119,0.762
0,500,0
500,0,1
0,500,0
18,482,0.036
3,497,0.006
16,484,0.032
3,497,0.006
0,500,0
166,334,0.332
123,377,0.246
60,440,0.12
356,144,0.712
228,272,0.456
0,500,0
60,440,0.12
471,29,0.942
0,500,0
19,481,0.038
0,500,0
203,297,0.406
0,500,0
73,427,0.146
373,127,0.746
91,409,0.182
